# Col 1, total added amount of 100mM NaOH (uL)
# Col 2, pH
0	4.34
1	4.7
2	4.83
4	5.04
6	5.25
8	5.4
10	5.5
15	5.83
20	6.13
25	6.46
30	6.69
35	6.83
40	6.95
45	7.05
50	7.14
55	7.23
60	7.3
65	7.36
70	7.43
75	7.52
80	7.61
90	7.8
100	7.99
110	8.15
120	8.3
130	8.5
140	8.74
150	9.17
160	9.66
170	10.24
180	10.66
190	10.89
200	11.06
210	11.2
220	11.3
