,q,I,sigma
11,0.00783013897,0.10312136750000023,0.030812431000000085
12,0.008541969790000001,0.1094366244999998,0.02161767549999999
13,0.0092538006,0.1144004139999999,0.0156611408
14,0.009965631420000001,0.11816451330000022,0.016046613399999993
15,0.010677462199999994,0.11055969480000016,0.01281667203499999
16,0.011389293100000001,0.10515140064999984,0.012101039645000006
17,0.012101123900000003,0.10402910730000015,0.011213463534999996
18,0.012812954699999995,0.10116443270000003,0.01098226444499998
19,0.0135247855,0.10163703300000004,0.011406931830000001
20,0.014236616300000001,0.09891934829999999,0.010523319384999993
21,0.014948447100000001,0.09670812750000002,0.01036266986500001
22,0.015660277900000002,0.09511464090000007,0.00981636109500001
23,0.016372108800000004,0.09219190759999998,0.009424541875000008
24,0.017083939599999994,0.08655937739999991,0.009114381789999994
25,0.0177957704,0.08026411219999999,0.007805002134999999
26,0.0185076012,0.07045599990000007,0.007034694715000001
27,0.019219431999999995,0.060334058649999966,0.005857188500000001
28,0.01993126280000001,0.05131631485000003,0.005008755644999996
29,0.0206430937,0.043499535700000036,0.004127516155
30,0.021354924499999997,0.036579248250000015,0.003364703390500004
31,0.022066755300000004,0.030802787349999958,0.002864495937500001
32,0.022778586099999998,0.025111046044999988,0.0022919543075000035
33,0.02349041689999999,0.022402929954999984,0.0020505163610000012
34,0.024202247700000006,0.018934045930000046,0.0017113511565000003
35,0.024914078499999995,0.016990436684999985,0.0014597965445000008
36,0.02562590939999999,0.015602743135000013,0.0013864113254999982
37,0.026337740200000008,0.014684182375000007,0.001258162273999999
38,0.027049571,0.013871322934999986,0.0011860880990000001
39,0.02776140179999999,0.014148764660000021,0.0011437343345000002
40,0.028473232600000002,0.014040478584999988,0.0010774573464999992
41,0.0291850634,0.013375383134999988,0.0010279785399999984
42,0.029896894299999987,0.013258287009999987,0.0009755922530000002
43,0.030608725100000005,0.012964393140000002,0.0009423839475000001
44,0.031320555900000005,0.012537495540000006,0.0008949654280000002
45,0.032032386699999985,0.012294978965000015,0.0008470138810000006
46,0.0327442175,0.011992318729999993,0.0008302524735000001
47,0.0334560483,0.011847971709999988,0.0008118832570000001
48,0.03416787919999999,0.011474326809999998,0.0008064849190000003
49,0.03487971,0.011515268314999993,0.0008084502264999998
50,0.0355915408,0.010983247464999998,0.0007551398659999993
51,0.036303371599999995,0.010250249660000002,0.0007212619409999984
52,0.0370152024,0.009524639624999984,0.0006404860125000006
53,0.0377270332,0.008468055804999992,0.0005817168880000007
54,0.03843886399999999,0.008009430170000005,0.0005400887699999993
55,0.039150694900000005,0.0071199530150000065,0.00047004524400000086
56,0.039862525700000005,0.006623411449999991,0.0004446319275
57,0.04057435649999999,0.005500053285000001,0.0003424953425000001
58,0.0412861873,0.004983593855000003,0.0003124021520000001
59,0.041998018100000006,0.004492207245000011,0.000270226144
60,0.042709848899999986,0.0040694738549999845,0.00023989809300000104
61,0.0434216798,0.003442060890000008,0.00020591476599999972
62,0.04413351060000001,0.0033920903150000056,0.00019389095599999916
63,0.04484534139999999,0.0032908400399999996,0.00019026043399999982
64,0.045557172199999996,0.0029653794849999818,0.0001649243559999989
65,0.04626900300000001,0.002732714715000008,0.00015478099149999905
66,0.04698083379999998,0.002433579319999997,0.0001370581054999996
67,0.0476926647,0.0024840845500000083,0.00013690582800000026
68,0.04840449550000001,0.002362951095000003,0.00013061642250000033
69,0.049116326299999985,0.002075837840000004,0.00011350671950000014
70,0.0498281571,0.0019569610549999977,0.00010564308450000063
