,q,I,sigma
11,0.00783013897,0.12295972800000032,0.03675607269999981
12,0.008541969790000001,0.12825063799999992,0.025583165200000035
13,0.0092538006,0.12664525750000033,0.017469452350000025
14,0.009965631420000001,0.10868494405000007,0.015134679699999959
15,0.010677462199999994,0.08180779884999978,0.009756544685000007
16,0.011389293100000001,0.058893814049999826,0.006881534624999991
17,0.012101123900000003,0.050370499149999914,0.005416257135000012
18,0.012812954699999995,0.04963317815000007,0.005383306635000001
19,0.0135247855,0.047751007100000076,0.005382974200000008
20,0.014236616300000001,0.041205670349999945,0.004453538994999999
21,0.014948447100000001,0.03420302235000011,0.003704944950000004
22,0.015660277900000002,0.02977376965000006,0.00310140292999999
23,0.016372108800000004,0.027870129649999992,0.002830877485000001
24,0.017083939599999994,0.02825167234999998,0.002952933259999995
25,0.0177957704,0.026608074849999996,0.0025706033050000004
26,0.0185076012,0.024580049800000003,0.002444239589999996
27,0.019219431999999995,0.02182738334999995,0.0021132425850000046
28,0.01993126280000001,0.019928588949999992,0.0019366814749999985
29,0.0206430937,0.019262868999999946,0.0018213952499999998
30,0.021354924499999997,0.017778777950000005,0.001627922681500001
31,0.022066755300000004,0.01659683735500002,0.0015354823449999985
32,0.022778586099999998,0.014593909524999976,0.0013330882345000006
33,0.02349041689999999,0.013540241230000014,0.001244933465499998
34,0.024202247700000006,0.011104397370000019,0.0010024646934999994
35,0.024914078499999995,0.010048899304999998,0.0008626741504999995
36,0.02562590939999999,0.008886177764999975,0.0007918360920000011
37,0.026337740200000008,0.007809216915000028,0.0006692351065000013
38,0.027049571,0.007218575420000012,0.0006191887525000012
39,0.02776140179999999,0.006034852405000013,0.00048759809949999993
40,0.028473232600000002,0.005402917785000003,0.000417247497000001
41,0.0291850634,0.004872591714999999,0.00037636743149999964
42,0.029896894299999987,0.004506821954999976,0.0003306136089999993
43,0.030608725100000005,0.004091379539999995,0.0002955036229999996
44,0.031320555900000005,0.0037311431350000035,0.0002670125095
45,0.032032386699999985,0.0037540296650000055,0.0002588801669999993
46,0.0327442175,0.0037416701799999896,0.00025910431850000026
47,0.0334560483,0.00314482038999999,0.00021357081199999952
48,0.03416787919999999,0.0029826487449999897,0.00020986792600000007
49,0.03487971,0.00278082536500001,0.0001952229994999998
50,0.0355915408,0.002331896780000009,0.0001605675404999997
51,0.036303371599999995,0.002582602020000005,0.00018080944800000004
52,0.0370152024,0.002465028384999998,0.00016346071499999913
53,0.0377270332,0.002386827319999986,0.0001638575455000001
54,0.03843886399999999,0.0024568951049999954,0.00016625083500000073
55,0.039150694900000005,0.002226607485000011,0.00014696235750000057
56,0.039862525700000005,0.0023721297749999953,0.00016006931200000102
57,0.04057435649999999,0.0021029294099999957,0.00013154229050000004
58,0.0412861873,0.0019959214149999974,0.00012371400600000044
59,0.041998018100000006,0.0018909651700000016,0.00011348562749999899
60,0.042709848899999986,0.0018721536100000102,0.00010961648300000099
61,0.0434216798,0.0017982684849999972,0.0001085434554999997
62,0.04413351060000001,0.0016061875399999911,9.138706150000047e-05
63,0.04484534139999999,0.0014469502850000052,8.372988700000063e-05
64,0.045557172199999996,0.0014956655200000016,8.345765250000053e-05
65,0.04626900300000001,0.00110573328999998,6.340673149999925e-05
66,0.04698083379999998,0.0011270102000000073,6.375140500000003e-05
67,0.0476926647,0.0010201145700000011,5.639854500000046e-05
68,0.04840449550000001,0.0010541799400000038,5.907933300000048e-05
69,0.049116326299999985,0.0011745813499999952,6.49536619999995e-05
70,0.0498281571,0.0009411117799999966,5.070827349999956e-05
71,0.050539987900000014,0.0007230723650000007,3.903506899999992e-05
72,0.05125181869999997,0.0008653187749999985,4.4694579499999706e-05
73,0.0519636495,0.0008157418999999999,4.3547599500000974e-05
74,0.052675480400000016,0.0006252457049999993,3.323932149999938e-05
75,0.05338731119999999,0.0006225728849999917,3.4197244500000674e-05
76,0.054099142,0.0005903477500000046,3.276592149999971e-05
77,0.05481097280000001,0.0007220682750000013,3.7554756999999116e-05
78,0.05552280359999998,0.0005022394999999943,2.6215470000000296e-05
79,0.0562346344,0.000506137890000008,2.5783799499999767e-05
80,0.05694646530000001,0.0005902479599999982,3.180564449999958e-05
81,0.05765829610000004,0.0004931309099999934,2.5695381500000485e-05
82,0.058370126900000006,0.00037085347000001545,1.859200950000018e-05
83,0.0590819577,0.0005960073000000066,3.1452970999999545e-05
84,0.059793788499999966,0.0003692113350000012,1.8587495000000004e-05
85,0.060505619299999994,0.0005113723000000209,2.6090932500001142e-05
86,0.06121745020000001,0.00028346235499998595,1.3503467500000296e-05
