# Volume Fraction = 0.002
# Energy [keV]  = 15
# Sample Info: L-C12K1 in 50mM NaCl
# Date of Experiment: 20200811
,q,I,error
0,0.0022419000000000002,0.023667065956756776,0.08843044841295603
1,0.0024798000000000003,0.02589135992782193,0.04170716026842128
2,0.0027177,0.019644904174010002,0.030291027778183117
3,0.0029557,0.01047873261072108,0.018845493330422423
4,0.0031936,0.019426680493735003,0.016511835740780117
5,0.0034314999999999997,0.012900473559841188,0.012558205727495901
6,0.0036694,0.011464362002678299,0.010536992329494933
7,0.0039073,0.007925500751661261,0.007754731973072897
8,0.0041453,0.009068095567378566,0.007693363966395702
9,0.0043832,0.008180390757556576,0.00516287410730119
10,0.0046211,0.001992181776887054,0.002478587041256648
11,0.0048590000000000005,0.005038759845506222,0.004253501620719825
12,0.005097,0.004981973133766234,0.0036888378066281136
13,0.0053349,0.007710689288960486,0.004641056581039632
14,0.0055728,0.005836036193508832,0.0030063455898171943
15,0.0058107,0.006175358732652704,0.0053279094954509516
16,0.0060487,0.003422158514647925,0.0032983536296175703
17,0.006286600000000001,0.0030809057344841394,0.002743268292035984
18,0.006524500000000001,0.002485500379047627,0.002700117886166836
19,0.006762399999999999,0.0035945257362247633,0.0021905329715253287
20,0.0070003,0.0018987011321279267,0.002893919775291097
21,0.0072383,0.004753045467275012,0.0034242225233758064
22,0.0074762,0.003954744514779367,0.002183827465158813
23,0.007714100000000001,0.002479936492038096,0.000966455486652568
24,0.007951999999999999,0.0031465231138922563,0.0025307463978157642
25,0.008190000000000001,0.0041797112310679434,0.0020997852700713675
26,0.0084279,0.0030652708391451277,0.002292663004923121
27,0.0086658,0.0038872521945326885,0.004262011591782323
28,0.0089037,0.0027632254322056266,0.0022150974266006186
29,0.0091417,0.0014855613607406108,0.002084318704822804
30,0.0093796,0.002782184770667227,0.0029933045311971635
31,0.0096175,0.0037756528139147646,0.0029741389224986537
32,0.0098554,0.0032140524337456334,0.002794333164410532
33,0.010093000000000001,0.0039580143123290005,0.0016346061900047006
34,0.010331,0.0029118671682928387,0.0024753503647885603
35,0.010569,0.0034066644739654973,0.0021700886027592628
36,0.010806999999999999,0.0018648674963959895,0.0014693214856747352
37,0.011045000000000001,0.0027175745490145052,0.002460713324326731
38,0.011283,0.002591962022741408,0.002445787094986396
39,0.011521,0.003887377196280838,0.002516925679579411
40,0.011759,0.0029826527950700186,0.001488445181680787
41,0.011997,0.001628089993348784,0.0036308335293083146
42,0.012235,0.0010370589591054168,0.002064128891177699
43,0.012473,0.003258566034410721,0.0017469857555170493
44,0.012709999999999999,0.0027777198288989366,0.001769214828666479
45,0.012948,0.002262624937451825,0.0022275805397702353
46,0.013186000000000002,0.0031436150586511475,0.0025486944985326724
47,0.013424,0.0023491298755937465,0.0015794260185444885
48,0.013662,0.0021582768535985293,0.002118281653015331
49,0.0139,0.001526819451396498,0.0014656179523123082
50,0.014138,0.000752723755444319,0.0013347168141565435
51,0.014376,0.0014384715059227444,0.002128831845201844
52,0.014613999999999999,0.0022079119682832924,0.0018151299106068828
53,0.014852,0.0029374153113306007,0.001813004471588107
54,0.015090000000000001,0.0023624684899576616,0.002338937833302321
55,0.015328,0.0025691128587057095,0.0022927177158262365
56,0.015566,0.0004584560358277401,0.0018711534989065968
57,0.015803,0.0016016709080307028,0.001103306489309209
58,0.016041,0.0024922491073084297,0.0012196593747421053
59,0.016279,0.0024992463021587833,0.0015356747978822198
60,0.016517,0.0011666684675058407,0.0016095699488827724
61,0.016755000000000003,0.0011269431851715416,0.0018733409169179062
62,0.016993,0.0017406519045042044,0.002166321166350064
63,0.017231,0.003238702510945254,0.0016587994204703609
64,0.017469,0.0029258658841014025,0.0014385864357181102
65,0.017707,0.0011870896035054098,0.001114315955687624
66,0.017945,0.001129904576768779,0.0023285131317639387
67,0.018183,0.0011881776765545384,0.0011182477099642078
68,0.018421,0.0015304874785590993,0.0017056179986414141
69,0.018659000000000002,0.0017012901290750443,0.0011598509213721732
70,0.018896,0.0024319257739320982,0.0018119559944242624
71,0.019134,0.0015355460363249247,0.0016016918398881672
72,0.019372,0.0010516224312183018,0.0015366862925415465
73,0.01961,0.002401381830153713,0.0008490752745580493
74,0.019847999999999998,0.0008184967893516968,0.00197655111589216
75,0.020086,0.0001516652016399773,0.0014767841655181303
76,0.020324000000000002,0.0007543786055455131,0.001479601555226396
77,0.020562,0.0011318678043611354,0.0020651751603390054
78,0.0208,0.0018676446584131204,0.001345090727464865
79,0.021038,0.0017122243382286459,0.0016568170706175965
80,0.021276,0.0012689318796731185,0.0009285824017859013
81,0.021514,0.002335257328443993,0.0016589415584454292
82,0.021752,0.0019506303931950543,0.0014098189722845194
83,0.021988999999999998,0.0012961839399827932,0.0012345761528693463
84,0.022227,0.0008209354049675846,0.0010389530385714963
85,0.022465,0.0017844437282264162,0.002028220625125241
86,0.022703,0.0003806442122007966,0.001222153410552857
87,0.022941,0.0005320936492112828,0.0018239103386529774
88,0.023178999999999998,0.0019161279468802972,0.0016108604950043465
89,0.023417,0.0013355997632989744,0.0012821505076715967
90,0.023655000000000002,0.0014862329320633357,0.0013325914605742683
91,0.023893,0.0010846257957760393,0.0018966685567285075
92,0.024131,0.0011604215108342805,0.0014856218107954862
93,0.024369,0.0012598704767653563,0.001691114008179561
94,0.024607,0.00196769890944847,0.0012817666699593126
95,0.024845,0.001231071519822319,0.0016339058600358379
96,0.025082,0.0017956157879285867,0.0014825703082342562
97,0.02532,0.0005085303358439389,0.0021567516932820222
98,0.025558,0.0020559361976369784,0.0012069076792526748
