# Volume Fraction = 0.002
# Energy [keV]  = 15.2
# Sample Info: L-C16K1 pH 8 40C (cooling)
# Date of Experiment: 20210731
,q,I,error
0,0.0022714000000000002,3.137855745582588,0.3727432758678465
1,0.0025122,1.782263967955384,0.26838869389367187
2,0.0027529,1.1473318225583993,0.14090556521496853
3,0.0029936999999999997,1.0503059141910818,0.10196738876163329
4,0.0032344,1.0727929809015573,0.08505722575979713
5,0.0034751999999999995,1.158135632894379,0.05711090412829742
6,0.0037159999999999997,1.2314725701118165,0.048363698196728054
7,0.0039567,1.1938776930049493,0.046881055141230955
8,0.0041975,1.1281848340547667,0.052485126822468205
9,0.0044382,1.030554036340992,0.03333338780855591
10,0.004679,0.8909451994793544,0.03006527563017384
11,0.0049198,0.7567037883338386,0.02699105579861662
12,0.005160499999999999,0.6425041639515261,0.034909822298039475
13,0.0054013,0.5403964542609089,0.02993001081126057
14,0.005642,0.4509053418739658,0.020089357147905374
15,0.0058828000000000005,0.3861473266516687,0.02222129257561665
16,0.006123600000000001,0.32538469736466963,0.02049693008578411
17,0.0063643,0.28574118395791764,0.014232486685411177
18,0.0066051,0.24198932767735234,0.013305284326478298
19,0.0068458,0.21309649398170308,0.00996758408932917
20,0.0070866,0.1911836507748661,0.007763674586687018
21,0.0073274,0.17671561060932828,0.0065407048603018745
22,0.0075680999999999995,0.16845426291927285,0.006772476037626575
23,0.0078089,0.147570319597138,0.0057623383309030225
24,0.0080496,0.148377278757559,0.006556951471467793
25,0.0082904,0.14367328720537403,0.005702101474937279
26,0.008531100000000002,0.13963380596510488,0.005793642718946664
27,0.0087719,0.1412120613800971,0.007440933288350113
28,0.0090127,0.13599658791300961,0.007282334586808282
29,0.009253399999999998,0.13347905551394387,0.00599672780749998
30,0.009494200000000001,0.1290619742253269,0.004075276726943214
31,0.0097349,0.1259501132433299,0.0054645561210601165
32,0.0099757,0.1259640841247447,0.005698368516186296
33,0.010216,0.11979444207063165,0.006488974907437154
34,0.010457,0.11580789948814234,0.0059116062362621685
35,0.010698000000000001,0.1102978471094901,0.005396087892251091
36,0.010939,0.10353907528105885,0.004227301843949202
37,0.011179000000000001,0.10189981164241546,0.003646326098205764
38,0.01142,0.09268899083931172,0.0023739742809674416
39,0.011661,0.09107484169476394,0.0023489637098025496
40,0.011902,0.09231679700638502,0.00552672660774785
41,0.012143000000000001,0.09063177083112167,0.004589937090355777
42,0.012383,0.08877225119818737,0.004214367088047349
43,0.012624,0.09156853294331599,0.003678062148704557
44,0.012865000000000001,0.0968025201699678,0.00500566946954489
45,0.013106,0.0959929764016316,0.0054856039318056885
46,0.013346,0.09691408213043536,0.0033623687994843174
47,0.013587,0.0983220140968432,0.002676028975762759
48,0.013828,0.09661153504044624,0.0019043578619875403
49,0.014069,0.09650420613455903,0.0023689208019113147
50,0.014309,0.09566652709232666,0.004177294946767089
51,0.01455,0.0937534283108617,0.002811945845207302
52,0.014791,0.09348528784876127,0.0032340394469130003
53,0.015031999999999998,0.0910691331183014,0.0020366282197031207
54,0.015271999999999999,0.09109681755258513,0.002560596468911113
55,0.015512999999999999,0.09036304649055057,0.0023920175980205256
56,0.015754,0.0881470202875057,0.0020923849597183296
57,0.015995,0.0860669754946215,0.0016158597422124678
58,0.016235,0.0873753071606901,0.0037630566348485534
59,0.016475999999999998,0.08569076939500692,0.0025355698844734785
60,0.016717,0.08454361700764357,0.002380104161665145
61,0.016958,0.08390930085531981,0.0034740502437274924
62,0.017197999999999998,0.08290133593447076,0.0026823676021284584
63,0.017439,0.0807097631484871,0.0021473357267154667
64,0.01768,0.0807429145277288,0.0018625838380032925
65,0.017921,0.07880016583654638,0.0011890084491940113
66,0.018162,0.07370010525161617,0.0011773488846271321
67,0.018402,0.06902518359060612,0.0017504544531717697
68,0.018643,0.0653950196859401,0.0023306165648845426
69,0.018884,0.06151954525043874,0.0016504578309757664
70,0.019125,0.05816689577214371,0.002642298619127589
71,0.019365,0.05357254033358865,0.0026863152394379594
72,0.019606000000000002,0.05061215322685914,0.0028107166250626184
73,0.019847,0.04678390346877561,0.0020057448753490197
74,0.020087999999999998,0.04424390345703745,0.0028157593173423557
75,0.020328,0.04199532570759136,0.003217104919462895
76,0.020569,0.039693700707719035,0.0007286174777565942
77,0.02081,0.036985014114277064,0.0016624168584716806
78,0.021051,0.0361877739957067,0.0018135917055531721
79,0.021291,0.03399880074269388,0.0023116504972975904
80,0.021532,0.03222324278237791,0.0019440058560308247
81,0.021773,0.029860051927895377,0.0006411292046560976
82,0.022014,0.029363350192684677,0.0011051560991648384
83,0.022254,0.02748723364052449,0.0013212818925374401
84,0.022494999999999998,0.025728417475405767,0.0014638954957919962
85,0.022736000000000003,0.024033090181120882,0.0023203027286495146
86,0.022977,0.02387756338125518,0.0015110150188854196
87,0.023216999999999998,0.023416888929115358,0.0017348480150494497
88,0.023458,0.0204042463718954,0.0013509427984728648
89,0.023699,0.019191954608404727,0.0009390966692759279
90,0.02394,0.018762769450428554,0.00160470142824558
91,0.02418,0.017774791495069275,0.0009668882066289771
92,0.024421,0.016962862033783895,0.0007575139064799309
93,0.024662,0.015301195886590171,0.001146296040640973
94,0.024903,0.015633113427495845,0.0010187045703478244
95,0.025144,0.01544716576158913,0.001721165403812891
96,0.025384,0.015549120875452016,0.0016977434573784902
97,0.025625,0.015547428168277,0.0013171716556791997
98,0.025866000000000004,0.014855018810070132,0.001069344441819535
99,0.026106999999999998,0.014399389026744439,0.0013662288597501375
100,0.026347000000000002,0.015473830402845416,0.0010885122282825897
