,q,I,sigma
11,0.00783013897,0.1669779640000002,0.050158478900000136
12,0.008541969790000001,0.16942713450000024,0.03365874875000002
13,0.0092538006,0.16258142050000046,0.022532711249999976
14,0.009965631420000001,0.14001158744999997,0.019479609649999993
15,0.010677462199999994,0.11026339790000028,0.013347907695000008
16,0.011389293100000001,0.08482312580000007,0.010060374049999987
17,0.012101123900000003,0.07088613065000005,0.007729390895000007
18,0.012812954699999995,0.06605408045000005,0.007213002140000008
19,0.0135247855,0.06174582709999993,0.007054976629999994
20,0.014236616300000001,0.05423002074999994,0.005900815629999993
21,0.014948447100000001,0.04515051175000001,0.004968631839999991
22,0.015660277900000002,0.03926494429999999,0.004134888624999999
23,0.016372108800000004,0.034929809900000025,0.003595396680000005
24,0.017083939599999994,0.03376145450000001,0.0035581800549999987
25,0.0177957704,0.03121948969999999,0.0030384920250000006
26,0.0185076012,0.028954899099999987,0.002896415695000003
27,0.019219431999999995,0.025432039850000004,0.002485123090000001
28,0.01993126280000001,0.022986955599999997,0.0022517556499999994
29,0.0206430937,0.02163524835000001,0.0020473092100000007
30,0.021354924499999997,0.019884212550000016,0.0018244965094999996
31,0.022066755300000004,0.019071946444999988,0.0017698148044999976
32,0.022778586099999998,0.01733644500500002,0.0015894156434999984
33,0.02349041689999999,0.01503212972500001,0.0013820041954999973
34,0.024202247700000006,0.013661445289999977,0.0012382727355000032
35,0.024914078499999995,0.01211471523999999,0.0010411447420000004
36,0.02562590939999999,0.010267851969999992,0.0009165241249999992
37,0.026337740200000008,0.010216797475000011,0.000877278445500001
38,0.027049571,0.00839613445500001,0.0007244837585000004
39,0.02776140179999999,0.007722214925000012,0.0006253800480000016
40,0.028473232600000002,0.006641369644999992,0.0005114458509999998
41,0.0291850634,0.005747665685000021,0.00044192853100000033
42,0.029896894299999987,0.005378823169999977,0.00039606639500000193
43,0.030608725100000005,0.005078541389999983,0.00036901762150000003
44,0.031320555900000005,0.004506292979999993,0.0003204458435000007
45,0.032032386699999985,0.003985611695000009,0.0002735826575000007
46,0.0327442175,0.003728489365000018,0.00025826622249999895
47,0.0334560483,0.0033522922499999858,0.00022859088650000131
48,0.03416787919999999,0.0030618726399999976,0.00021438115950000048
49,0.03487971,0.003023883445,0.00021130831950000057
50,0.0355915408,0.002961748799999997,0.00020327074099999983
51,0.036303371599999995,0.002537459100000007,0.00017832659299999928
52,0.0370152024,0.002317043204999994,0.00015607409550000024
53,0.0377270332,0.0023467147249999973,0.00016113838550000032
54,0.03843886399999999,0.0022739088999999824,0.00015348530100000018
55,0.039150694900000005,0.002187035875,0.00014587559550000018
56,0.039862525700000005,0.001969964684999992,0.00013287839050000073
57,0.04057435649999999,0.002161833694999997,0.00013321820950000073
58,0.0412861873,0.0016746537099999945,0.00010438114449999982
59,0.041998018100000006,0.0015213116749999978,9.17337249999998e-05
60,0.042709848899999986,0.001490241019999998,8.678458199999932e-05
61,0.0434216798,0.0015031219249999964,9.110654400000008e-05
62,0.04413351060000001,0.0017236694849999956,9.879380100000007e-05
63,0.04484534139999999,0.001470485545000004,8.454503900000038e-05
64,0.045557172199999996,0.0012974166850000038,7.35795204999997e-05
65,0.04626900300000001,0.001384158809999994,7.938655299999896e-05
66,0.04698083379999998,0.001149998449999995,6.43704750000005e-05
67,0.0476926647,0.0009464709749999953,5.112003750000092e-05
68,0.04840449550000001,0.001052571155000015,5.888196750000003e-05
69,0.049116326299999985,0.0010285300800000063,5.588441050000028e-05
70,0.0498281571,0.001003589894999997,5.472501800000062e-05
71,0.050539987900000014,0.0009714430000000024,5.24346450000001e-05
72,0.05125181869999997,0.0007194877699999991,3.823117099999943e-05
73,0.0519636495,0.0008459319400000026,4.4725613999999515e-05
74,0.052675480400000016,0.000737834889999997,3.8659068499999425e-05
75,0.05338731119999999,0.000614301125000008,3.365181100000022e-05
76,0.054099142,0.0005416349049999977,2.9783058000000008e-05
77,0.05481097280000001,0.0005411890600000094,2.7148799999999248e-05
78,0.05552280359999998,0.0006410085450000019,3.391129299999988e-05
79,0.0562346344,0.0005783644450000139,2.9893126999999946e-05
80,0.05694646530000001,0.0005030778649999859,2.5578146000000343e-05
81,0.05765829610000004,0.00031003012000001273,1.5825476500000175e-05
82,0.058370126900000006,0.0005668960600000023,2.8609594000000415e-05
83,0.0590819577,0.0005965042999999878,3.0796947499999935e-05
84,0.059793788499999966,0.0005169679750000114,2.6831282500000336e-05
85,0.060505619299999994,0.0004772020500000071,2.3843579000000677e-05
86,0.06121745020000001,0.0005668386050000015,2.832019499999952e-05
87,0.06192928099999999,0.00017865226500000247,9.299640500001066e-06
88,0.06264111180000001,0.0003888300349999957,1.8571986499999523e-05
