,q,I,sigma
11,0.00783013897,0.15474528149999922,0.045992666550000005
12,0.008541969790000001,0.16226060900000006,0.03213997769999999
13,0.0092538006,0.17605355450000015,0.02430021594999998
14,0.009965631420000001,0.1793932827000001,0.02441743344999997
15,0.010677462199999994,0.16815917764999977,0.01953969178500002
16,0.011389293100000001,0.1668821425,0.01922927203999998
17,0.012101123900000003,0.16639565349999996,0.018008837220000018
18,0.012812954699999995,0.16201651709999992,0.017668437749999995
19,0.0135247855,0.15782525869999992,0.017788278214999988
20,0.014236616300000001,0.15297381630000007,0.016345070420000017
21,0.014948447100000001,0.14654826625,0.015796918279999995
22,0.015660277900000002,0.1371893119,0.014248950805
23,0.016372108800000004,0.12456248419999996,0.012794287195000014
24,0.017083939599999994,0.11285980870000001,0.011922889519999993
25,0.0177957704,0.09888562554999994,0.00964686009
26,0.0185076012,0.08504294644999993,0.008503890225000001
27,0.019219431999999995,0.07091319420000002,0.006900643310000006
28,0.01993126280000001,0.05834828844999998,0.00570314823
29,0.0206430937,0.047268094299999994,0.004488276327999998
30,0.021354924499999997,0.039356672494999995,0.0036146273080000027
31,0.022066755300000004,0.03399762576,0.0031539531659999995
32,0.022778586099999998,0.030810367819999976,0.002805452747500003
33,0.02349041689999999,0.02805101235000003,0.002566065151999997
34,0.024202247700000006,0.025477649724999996,0.0023020070555000004
35,0.024914078499999995,0.02389096004999998,0.0020544173494999977
36,0.02562590939999999,0.023682387589999992,0.002105772467
37,0.026337740200000008,0.022324951684999997,0.0019121403359999992
38,0.027049571,0.02198532306999998,0.0018851995655000016
39,0.02776140179999999,0.021994956999999996,0.001785375633999998
40,0.028473232600000002,0.022217888785000008,0.0017152541154999987
41,0.0291850634,0.022042313624999962,0.0017042120529999986
42,0.029896894299999987,0.021701562395,0.0016031192415000015
43,0.030608725100000005,0.021302501269999996,0.0015571466769999992
44,0.031320555900000005,0.020863648739999963,0.0014980444949999998
45,0.032032386699999985,0.020118808625000012,0.001394303323
46,0.0327442175,0.019553226944999988,0.0013606669465000007
47,0.0334560483,0.018397527209999986,0.0012658510779999998
48,0.03416787919999999,0.017355443585000005,0.001225607896
49,0.03487971,0.01636874422500001,0.001152809916499999
50,0.0355915408,0.015039377175,0.001037954468000001
51,0.036303371599999995,0.013762321424999988,0.0009720489000000004
52,0.0370152024,0.012031802714999984,0.000812103925
53,0.0377270332,0.010993863815000005,0.0007573015459999997
54,0.03843886399999999,0.010060317990000005,0.0006810252420000012
55,0.039150694900000005,0.009252850809999998,0.0006104492539999993
56,0.039862525700000005,0.008216513010000003,0.000554063141999999
57,0.04057435649999999,0.007648625954999995,0.00047563888349999974
58,0.0412861873,0.006887555684999998,0.00043175592250000025
59,0.041998018100000006,0.006691155370000007,0.00040363290599999997
60,0.042709848899999986,0.005854109430000011,0.00034346811750000017
61,0.0434216798,0.005715665500000008,0.0003429062729999998
62,0.04413351060000001,0.005380948164999996,0.00030826399900000124
63,0.04484534139999999,0.005125250459999994,0.0002983030915000005
64,0.045557172199999996,0.004854420480000003,0.00027132656900000045
65,0.04626900300000001,0.004479816174999991,0.0002553161604999998
66,0.04698083379999998,0.0041462711499999985,0.00023386991299999965
67,0.0476926647,0.0040059108149999995,0.00022055702249999982
68,0.04840449550000001,0.003880324614999993,0.0002153505995
