# Volume Fraction = 0.003
# Energy [keV]  = 15.2
# Sample Info: L-C16K1 pH 8 70C (heating)
# Date of Experiment: 20210731
,q,I,error
0,0.0022714000000000002,1.5599270111232468,0.41036780312244103
1,0.0025122,0.8841709203316291,0.2541670134328839
2,0.0027529,0.5719584363898536,0.1494123199191374
3,0.0029936999999999997,0.48022231635496904,0.09008284490267636
4,0.0032344,0.48060347530053477,0.0679102305135643
5,0.0034751999999999995,0.5485022903434962,0.062072015966545706
6,0.0037159999999999997,0.6086813447639237,0.04833498231043722
7,0.0039567,0.6314233714908515,0.03975030432163529
8,0.0041975,0.5931294085240854,0.030258768895706552
9,0.0044382,0.5648976238059228,0.027083411218594183
10,0.004679,0.4990285632036204,0.028226680047400008
11,0.0049198,0.42947107658013,0.019708220551540628
12,0.005160499999999999,0.3634412165251802,0.014347252520768305
13,0.0054013,0.2966176528188036,0.010862210963947407
14,0.005642,0.23889193206473064,0.0060219391453171555
15,0.0058828000000000005,0.2021866986975203,0.008760376713558194
16,0.006123600000000001,0.16310111374083472,0.006397754809582382
17,0.0063643,0.13819574369280735,0.006413085270524652
18,0.0066051,0.1191973445897541,0.008646042298993
19,0.0068458,0.10753902106966393,0.011562803069844243
20,0.0070866,0.1023554070642483,0.005681470428618691
21,0.0073274,0.09123342448848638,0.006588461618988687
22,0.0075680999999999995,0.08477123262803193,0.0017570309562867283
23,0.0078089,0.08621013928773995,0.004539176848027786
24,0.0080496,0.08665202764264165,0.004834831368974025
25,0.0082904,0.08176291073350293,0.004367141382091947
26,0.008531100000000002,0.08129271731913428,0.005560522891988653
27,0.0087719,0.07873691936914946,0.006075760022674099
28,0.0090127,0.07602198874589877,0.006142993336911412
29,0.009253399999999998,0.07171975892381183,0.0023412620682895053
30,0.009494200000000001,0.0716820961432896,0.0027683349472860577
31,0.0097349,0.06871704077241367,0.002732550874311079
32,0.0099757,0.06597427705601637,0.004045608383037937
33,0.010216,0.06333059053981326,0.003494275823783486
34,0.010457,0.06266912908280442,0.0013068074074792024
35,0.010698000000000001,0.05866815153974564,0.001756183416867477
36,0.010939,0.05506619146227259,0.002264172479910285
37,0.011179000000000001,0.055967343783540686,0.0032403345628522658
38,0.01142,0.051299367616596765,0.0036686956605591708
39,0.011661,0.04949904035474148,0.0030155988506016555
40,0.011902,0.04773157078166518,0.0013838922910811493
41,0.012143000000000001,0.0467672045043364,0.0022564384098507644
42,0.012383,0.04635594874113177,0.0013105105102619514
43,0.012624,0.047578905628996804,0.002713767656005917
44,0.012865000000000001,0.04752371365020464,0.003928472792961476
45,0.013106,0.047648920118762525,0.0033515051146010845
46,0.013346,0.04496218130942872,0.0032581206414887677
47,0.013587,0.048515603605888524,0.0035382448092711365
48,0.013828,0.048144446523122136,0.003162503129810099
49,0.014069,0.04692979228746855,0.0028510181615997504
50,0.014309,0.04740683580518925,0.003359399549867797
51,0.01455,0.04557759032315322,0.002978239499697199
52,0.014791,0.04437639872903368,0.002533938481645923
53,0.015031999999999998,0.043798913791151715,0.002995786501785471
54,0.015271999999999999,0.04278422654385782,0.0015119117279041101
55,0.015512999999999999,0.040872560054039254,0.0013628522071042772
56,0.015754,0.04005299502127736,0.0016418063066008539
57,0.015995,0.04043430188477844,0.002189501805177329
58,0.016235,0.040757391439007695,0.0008003860875159485
59,0.016475999999999998,0.04129173825971579,0.004049411721990846
60,0.016717,0.037501978169217236,0.0026071104749406998
61,0.016958,0.035194345251955264,0.002914940699693049
62,0.017197999999999998,0.034529897882882896,0.0036340698733474926
63,0.017439,0.033194449272760794,0.0015804794089490787
64,0.01768,0.029645212051953664,0.0011009058266324705
65,0.017921,0.02997749453452862,0.0011646676376928643
66,0.018162,0.02951273031485294,0.0025271772642175795
67,0.018402,0.02936938227831629,0.0016396189856447611
68,0.018643,0.02662874531071181,0.0019763050401001023
69,0.018884,0.024977630860176098,0.001199349198421992
70,0.019125,0.02568436192918166,0.0016615222844284594
71,0.019365,0.024291448387382612,0.0018039960987981042
72,0.019606000000000002,0.023322824130106477,0.0017747149500359704
73,0.019847,0.020019310900573625,0.0005887782447359158
74,0.020087999999999998,0.019026441812526468,0.0014208554396716237
75,0.020328,0.01913441122732994,0.0016922190524518053
76,0.020569,0.01724845714623688,0.0015907166598285657
77,0.02081,0.016603513983100313,0.0021208866491141563
78,0.021051,0.015986063912791955,0.001798306741531295
79,0.021291,0.014610756824085115,0.0017534313289913977
80,0.021532,0.014323305604899375,0.001923575279823689
81,0.021773,0.014022924617885305,0.0016340316085628752
82,0.022014,0.01287610947639674,0.0011922666638072162
83,0.022254,0.012430081001293522,0.001529489585179978
84,0.022494999999999998,0.011121484901778944,0.0006990401326378879
85,0.022736000000000003,0.012548832605333998,0.0017544891313006341
